acX,acY,acZ,gyX,gyY,gyZ,time,Akselerasi
1,3.95,0.12,498.06,0.52,500.95,10:36:21,4.076383201
1,3.95,0.11,498.07,0.49,500.79,10:36:22,4.076101078
0.99,3.95,0.12,499.04,-0.09,498.55,10:36:22,4.07394158
0.99,3.98,0.14,498.64,1.76,500.93,10:36:23,4.10366909
1,3.96,0.13,498.16,-0.37,1.68,10:36:23,4.086379816
0.99,3.96,0.13,498.32,-0.05,500.75,10:36:24,4.083944172
0.99,3.96,0.13,497.79,0.1,1.14,10:36:24,4.083944172
0.99,3.96,0.13,498,0.18,501.04,10:36:25,4.083944172
0.99,3.96,0.12,498.45,0.36,0.82,10:36:25,4.083638084
0.99,3.96,0.11,498.24,0.6,500.94,10:36:26,4.083356463
1,3.95,0.12,498.07,0.31,0.82,10:36:26,4.076383201
0.99,3.96,0.12,498.22,0.93,500.62,10:36:27,4.083638084
1,3.96,0.12,497.95,0.49,0.92,10:36:27,4.08607391
0.99,3.96,0.11,497.83,0.25,0.84,10:36:28,4.083356463
0.99,3.96,0.11,498.03,0.68,0.85,10:36:28,4.083356463
0.99,3.96,0.12,498.05,0.36,0.81,10:36:29,4.083638084
0.99,3.95,0.11,497.99,0.43,501,10:36:29,4.073659289
0.99,3.95,0.12,498.25,0.8,500.7,10:36:30,4.07394158
1,3.95,0.11,498.47,0.48,0.79,10:36:30,4.076101078
1,3.96,0.12,498.12,0.06,500.91,10:36:31,4.08607391
1,3.96,0.12,498.2,0.24,500.86,10:36:31,4.08607391
0.99,3.96,0.11,498.08,0.57,0.99,10:36:32,4.083356463
0.99,3.96,0.11,498.09,0.26,500.88,10:36:32,4.083356463
1,3.95,0.11,498.06,0.43,0.87,10:36:33,4.076101078
1.01,3.94,0.13,9.48,12.64,11.47,10:36:33,4.06947171
0.97,3.92,0.05,487.02,8.58,5.53,10:36:34,4.03853934
0.96,0.09,0.54,469.47,16.79,3.84,10:36:34,1.105124427
0.68,0.1,0.71,498.5,475.65,11.13,10:36:35,0.988180146
0.76,3.91,0.54,487.35,473.1,7.64,10:36:35,4.019614409
0.91,3.95,0.43,14.41,4.6,8.39,10:36:36,4.076211476
0.92,3.95,0.42,495.99,498.21,500.96,10:36:36,4.077413396
0.9,3.94,0.41,495.42,-1.39,1.12,10:36:37,4.062228452
0.88,0.13,0.34,17.35,29.6,490.71,10:36:37,0.952312974
0.61,3.89,0.46,457.07,38.66,480.47,10:36:38,3.96431583
0.64,0.12,0.48,2.25,492.16,4.7,10:36:39,0.808949937
1.02,0.17,0.39,483.62,491.32,14.3,10:36:39,1.10516967
0.84,0.04,0.47,7.64,75.44,7.26,10:36:40,0.963379468
0.9,3.96,0.53,463.33,3.55,1.89,10:36:40,4.095424276
0.91,0.13,0.41,473.53,490.99,5.48,10:36:41,1.006528688
1.07,0.07,0.45,15.25,64.27,18.68,10:36:41,1.162884345
1.34,3.77,0.35,461.84,83.67,5,10:36:42,4.016341619
0.92,0.13,0.36,466.71,7.12,1.26,10:36:42,0.996443676
1.05,3.96,0.39,10.09,39.21,10.88,10:36:43,4.115361467
0.78,3.89,0.03,482.21,431.53,485.87,10:36:43,3.96754332
0.8,3.91,0.38,475.41,491.1,3.56,10:36:44,4.009052257
0.7,3.97,0.56,496,42.5,36.56,10:36:44,4.06995086
0.79,0.12,0.49,21.67,497.48,493.9,10:36:45,0.937336652
0.92,3.95,0.29,477.74,495.07,490.93,10:36:45,4.066079193
0.97,0.28,0.78,50.04,51.89,20.5,10:36:46,1.275813466
0.73,0.15,0.69,63.51,16.76,42.08,10:36:46,1.015627885
0.82,0.06,0.51,62.31,497.95,61.24,10:36:47,0.96752261
1,3.83,0.48,54.06,1.76,9.86,10:36:47,3.987392632
0.86,0.24,0.54,76.04,7.66,44.85,10:36:48,1.043455797
0.97,3.9,0.44,13.21,479.94,25.87,10:36:48,4.042833165
0.9,3.94,0.45,496.92,-1.26,495.34,10:36:49,4.066460377
0.88,3.93,0.49,488.64,1.05,496.18,10:36:49,4.05701861
0.88,3.97,0.43,495.82,0.64,0.97,10:36:50,4.089034116
0.89,3.93,0.4,5.99,2.49,9.31,10:36:50,4.049320931
0.95,3.62,0.56,478.6,26.24,477.97,10:36:51,3.78424365
0.85,3.91,0.43,1.78,489.02,1.01,10:36:51,4.024363304
0.91,3.91,0.38,498.37,497.77,500.97,10:36:52,4.032443428
0.9,3.89,0.41,495.14,2.23,498.88,10:36:52,4.013751363
0.9,3.93,0.41,1.36,496.64,499.89,10:36:53,4.052530074
0.91,3.91,0.4,497.02,0.72,1.07,10:36:53,4.034377275
0.9,3.9,0.39,496.54,0.55,1.05,10:36:54,4.021454961
0.9,3.9,0.4,497.53,0.41,500.29,10:36:54,4.022437072
0.91,3.89,0.4,495.02,-1.42,499.57,10:36:55,4.014996887
0.91,3.9,0.39,498.53,0.21,1.1,10:36:55,4.023704761
0.91,3.89,0.39,498.79,0.33,501,10:36:56,4.014012955
0.9,3.89,0.38,497.34,-0.78,0.81,10:36:56,4.010797926
0.9,3.89,0.4,497.35,2.06,501,10:36:57,4.012742205
0.9,3.9,0.4,498.43,0.96,500.76,10:36:57,4.022437072
0.89,3.89,0.4,498.49,1.68,1.21,10:36:58,4.010511189
0.91,3.89,0.41,498.15,0.93,500.94,10:36:59,4.016005478
0.9,3.89,0.41,497.54,0.79,500.98,10:36:59,4.013751363
0.89,3.89,0.41,498,-0.33,500.83,10:37:00,4.011520909
0.9,3.89,0.42,498.07,-0.8,500.87,10:37:00,4.014785175
0.89,3.89,0.4,499.07,1.17,500.94,10:37:01,4.010511189
0.89,3.89,0.4,498.58,1.98,0.84,10:37:01,4.010511189
0.89,3.9,0.42,498.26,-0.9,1.29,10:37:02,4.022250614
0.9,3.89,0.41,496.63,-0.03,500.61,10:37:02,4.013751363
0.9,3.89,0.41,497.74,-0.05,0.9,10:37:03,4.013751363
0.9,3.89,0.41,498.53,0.79,500.95,10:37:03,4.013751363
0.9,3.89,0.41,498.31,0.72,500.64,10:37:04,4.013751363
0.9,3.89,0.41,498.13,-0.23,501.05,10:37:04,4.013751363
